year,species_code,English_name,total_obs
1998,OC,Eurasian Oystercatcher,1623.0
1998,P.,Grey Partridge,668.0
1998,PF,European Pied Flycatcher,128.0
1998,PG,Pink-footed Goose,115.0
1998,PH,Common Pheasant,8739.0
1998,PM,Rock Ptarmigan,2.0
1998,PW,White Wagtail,2870.0
1998,PX,Indian Peafowl,18.0
1998,R.,European Robin,19568.0
1998,RA,Razorbill,4.0
1998,RB,Common Reed Bunting,1058.0
1998,RC,European Rock Pipit,62.0
1998,RG,Willow Ptarmigan,892.0
1998,RI,Rose-ringed Parakeet,93.0
1998,RK,Common Redshank,477.0
1998,RL,Red-legged Partridge,1761.0
1998,RM,Red-breasted Merganser,41.0
1998,RN,Northern Raven,526.0
1998,RO,Rook,36724.0
1998,RP,Common Ringed Plover,111.0
1998,RQ,Red-crested Pochard,1.0
1998,RT,Common Redstart,546.0
1998,RV,Reeves's Pheasant,1.0
1998,RW,Common Reed Warbler,595.0
1998,RY,Ruddy Duck,37.0
1998,RZ,Ring Ouzel,61.0
1998,S.,Eurasian Skylark,18023.0
1998,SA,European Shag,312.0
1998,SC,European Stonechat,259.0
1998,SD,Stock Dove,2735.0
1998,SF,Spotted Flycatcher,361.0
1998,SG,Common Starling,57335.0
1998,SH,Eurasian Sparrowhawk,382.0
1998,SI,Common Swift,10799.0
1998,SJ,Snow Goose,6.0
1998,SK,Eurasian Siskin,837.0
1998,SL,Barn Swallow,14428.0
1998,SM,Sand Martin,1055.0
1998,SN,Common Snipe,322.0
1998,SP,Greater Scaup,1.0
1998,ST,Song Thrush,7406.0
1998,SU,Common Shelduck,1041.0
1998,SW,Sedge Warbler,1084.0
1998,T.,Eurasian Teal,62.0
1998,TC,Eurasian Treecreeper,553.0
1998,TD,European Turtle Dove,575.0
1998,TE,Sandwich Tern,57.0
1998,TH,Short-toed Treecreeper,2.0
1998,TO,Tawny Owl,114.0
1998,TP,Tree Pipit,559.0
1998,TS,Eurasian Tree Sparrow,563.0
1998,TT,Ruddy Turnstone,19.0
1998,TU,Tufted Duck,1010.0
1998,UD,Ruddy Shelduck,9.0
1998,UR,Purple Heron,1.0
1998,W.,Northern Wheatear,1101.0
1998,WA,Water Rail,2.0
1998,WC,Whinchat,334.0
1998,WH,Common Whitethroat,4775.0
1998,WK,Eurasian Woodcock,3.0
1998,WL,Woodlark,36.0
1998,WO,Wood Warbler,160.0
1998,WP,Common Wood Pigeon,67073.0
1998,WR,Eurasian Wren,27544.0
1998,WT,Willow Tit,129.0
1998,WW,Willow Warbler,10778.0
1998,Y.,Yellowhammer,6803.0
1998,YW,Western Yellow Wagtail,641.0
1998,ZL,Domestic Greylag Goose,4.0
1999,AC,Parasitic Jaeger,38.0
1999,AE,Arctic Tern,59.0
1999,AS,Black Swan,21.0
1999,AX,Alexandrine Parakeet,1.0
1999,B.,Common Blackbird,43477.0
1999,BA,Bar-tailed Godwit,2.0
1999,BC,Eurasian Blackcap,6129.0
1999,BF,Eurasian Bullfinch,996.0
1999,BG,Brant Goose,1.0
1999,BH,Black-headed Gull,4924.0
1999,BT,Eurasian Blue Tit,26399.0
1999,BY,Barnacle Goose,6.0
1999,BZ,Common Buzzard,1451.0
1999,C.,Carrion Crow,34004.0
1999,CA,Great Cormorant,612.0
1999,CB,Corn Bunting,784.0
1999,CC,Common Chiffchaff,4477.0
1999,CD,Eurasian Collared Dove,9857.0
1999,CG,Canada Goose,2963.0
1999,CH,Eurasian Chaffinch,37618.0
1999,CI,Crested Tit,6.0
1999,CK,Common Cuckoo,1506.0
1999,CM,Common Gull,2987.0
1999,CN,Common Tern,285.0
1999,CO,Eurasian Coot,1778.0
1999,CR,Red Crossbill,141.0
1999,CS,Common Sandpiper,137.0
1999,CT,Coal Tit,2620.0
1999,CU,Eurasian Curlew,3156.0
1999,CY,Scottish Crossbill,10.0
1999,D.,Dunnock,10331.0
1999,DI,White-throated Dipper,99.0
1999,DR,Spotted Redshank,4.0
1999,DV,Rock Dove,129.0
1999,DW,Dartford Warbler,33.0
1999,EG,Egyptian Goose,16.0
1999,ET,Little Egret,4.0
1999,F.,Northern Fulmar,99.0
1999,FP,Feral Pigeon,16025.0
1999,G.,European Green Woodpecker,1639.0
1999,GA,Gadwall,79.0
1999,GB,Great Black-backed Gull,462.0
1999,GC,Goldcrest,3116.0
1999,GD,Common Merganser,95.0
1999,GG,Great Crested Grebe,307.0
1999,GH,Common Grasshopper Warbler,92.0
1999,GJ,Greylag Goose,1028.0
1999,GL,Grey Wagtail,358.0
1999,GO,European Goldfinch,5795.0
1999,GP,European Golden Plover,426.0
1999,GR,European Greenfinch,14058.0
1999,GS,Great Spotted Woodpecker,1538.0
1999,GT,Great Tit,12700.0
1999,GU,Common Murre,4.0
1999,GV,Grey Plover,5.0
1999,GW,Garden Warbler,991.0
1999,GX,Northern Gannet,59.0
1999,H.,Grey Heron,1320.0
1999,HB,Carrion x Hooded Crow,1.0
1999,HC,Hooded Crow,614.0
1999,HD,Bar-headed Goose,1.0
1999,HG,European Herring Gull,8777.0
1999,HM,Western House Martin,7771.0
1999,HS,House Sparrow,36696.0
1999,J.,Eurasian Jay,1270.0
1999,JD,Western Jackdaw,24855.0
1999,K.,Common Kestrel,842.0
1999,KF,Common Kingfisher,55.0
1999,KI,Black-legged Kittiwake,6.0
1999,KN,Red Knot,2.0
1999,L.,Northern Lapwing,5223.0
1999,LB,Lesser Black-backed Gull,6438.0
1999,LG,Little Grebe,159.0
1999,LI,Common Linnet,8444.0
1999,LN,Long-tailed Duck,1.0
1999,LO,Little Owl,132.0
1999,LR,Lesser Redpoll,449.0
1999,LS,Lesser Spotted Woodpecker,38.0
1999,LT,Long-tailed Tit,2903.0
1999,LU,Little Gull,6.0
1999,LW,Lesser Whitethroat,376.0
1999,M.,Mistle Thrush,3554.0
1999,MA,Mallard,9222.0
1999,MG,Eurasian Magpie,13450.0
1999,MH,Common Moorhen,1922.0
1999,MN,Mandarin Duck,56.0
1999,MP,Meadow Pipit,14040.0
1999,MS,Mute Swan,2390.0
1999,MT,Marsh Tit,279.0
1999,MX,Manx Shearwater,3.0
1999,MY,Muscovy Duck,3.0
1999,N.,Common Nightingale,89.0
1999,ND,Common Loon,4.0
1999,NE,Nene,4.0
1999,NG,Ring-necked Duck,1.0
1999,NH,Eurasian Nuthatch,832.0
1999,NX,Great Skua,38.0
1999,OC,Eurasian Oystercatcher,1677.0
1999,P.,Grey Partridge,473.0
1999,PF,European Pied Flycatcher,126.0
1999,PG,Pink-footed Goose,439.0
1999,PH,Common Pheasant,9519.0
1999,PM,Rock Ptarmigan,14.0
1999,PW,White Wagtail,3327.0
1999,PX,Indian Peafowl,14.0
1999,R.,European Robin,22706.0
1999,RA,Razorbill,4.0
1999,RB,Common Reed Bunting,1299.0
1999,RC,European Rock Pipit,44.0
1999,RG,Willow Ptarmigan,815.0
1999,RI,Rose-ringed Parakeet,156.0
1999,RK,Common Redshank,433.0
1999,RL,Red-legged Partridge,1804.0
1999,RM,Red-breasted Merganser,33.0
1999,RN,Northern Raven,501.0
1999,RO,Rook,39583.0
1999,RP,Common Ringed Plover,116.0
1999,RT,Common Redstart,518.0
1999,RW,Common Reed Warbler,613.0
1999,RY,Ruddy Duck,41.0
1999,RZ,Ring Ouzel,57.0
1999,S.,Eurasian Skylark,17814.0
1999,SA,European Shag,84.0
1999,SC,European Stonechat,359.0
1999,SD,Stock Dove,3058.0
1999,SF,Spotted Flycatcher,413.0
1999,SG,Common Starling,65214.0
1999,SH,Eurasian Sparrowhawk,388.0
1999,SI,Common Swift,11306.0
1999,SJ,Snow Goose,1.0
1999,SK,Eurasian Siskin,536.0
1999,SL,Barn Swallow,16266.0
1999,SM,Sand Martin,1467.0
1999,SN,Common Snipe,366.0
1999,SS,Sanderling,7.0
1999,ST,Song Thrush,8398.0
1999,SU,Common Shelduck,1093.0
1999,SW,Sedge Warbler,1243.0
1999,T.,Eurasian Teal,50.0
1999,TC,Eurasian Treecreeper,674.0
1999,TD,European Turtle Dove,513.0
1999,TE,Sandwich Tern,34.0
1999,TH,Short-toed Treecreeper,5.0
1999,TO,Tawny Owl,127.0
1999,TP,Tree Pipit,516.0
1999,TS,Eurasian Tree Sparrow,576.0
1999,TT,Ruddy Turnstone,25.0
1999,TU,Tufted Duck,1099.0
1999,W.,Northern Wheatear,1048.0
1999,WA,Water Rail,2.0
1999,WC,Whinchat,294.0
1999,WG,Greater White-fronted Goose,3.0
1999,WH,Common Whitethroat,4778.0
1999,WI,Water Pipit,1.0
1999,WK,Eurasian Woodcock,13.0
1999,WL,Woodlark,41.0
1999,WO,Wood Warbler,125.0
1999,WP,Common Wood Pigeon,72381.0
1999,WR,Eurasian Wren,34779.0
1999,WT,Willow Tit,130.0
1999,WW,Willow Warbler,10883.0
1999,Y.,Yellowhammer,7424.0
1999,YW,Western Yellow Wagtail,556.0
1999,ZF,Domestic Mallard,4.0
1999,ZL,Domestic Greylag Goose,10.0
2000,AC,Parasitic Jaeger,26.0
2000,AE,Arctic Tern,123.0
2000,AS,Black Swan,24.0
2000,B.,Common Blackbird,42485.0
2000,BA,Bar-tailed Godwit,6.0
2000,BC,Eurasian Blackcap,5977.0
2000,BF,Eurasian Bullfinch,1016.0
2000,BG,Brant Goose,2.0
2000,BH,Black-headed Gull,5640.0
2000,BT,Eurasian Blue Tit,24586.0
2000,BY,Barnacle Goose,2.0
2000,BZ,Common Buzzard,1524.0
2000,C.,Carrion Crow,32677.0
2000,CA,Great Cormorant,593.0
2000,CB,Corn Bunting,600.0
2000,CC,Common Chiffchaff,4925.0
2000,CD,Eurasian Collared Dove,9525.0
2000,CG,Canada Goose,3498.0
2000,CH,Eurasian Chaffinch,37955.0
2000,CI,Crested Tit,1.0
2000,CK,Common Cuckoo,1453.0
2000,CM,Common Gull,3117.0
2000,CN,Common Tern,264.0
2000,CO,Eurasian Coot,1671.0
2000,CR,Red Crossbill,126.0
2000,CS,Common Sandpiper,174.0
2000,CT,Coal Tit,2558.0
2000,CU,Eurasian Curlew,3138.0
2000,CY,Scottish Crossbill,24.0
2000,D.,Dunnock,10062.0
2000,DI,White-throated Dipper,95.0
2000,DV,Rock Dove,97.0
2000,DW,Dartford Warbler,25.0
2000,EB,Red-breasted Goose,1.0
2000,EG,Egyptian Goose,19.0
2000,ET,Little Egret,2.0
2000,F.,Northern Fulmar,171.0
2000,FP,Feral Pigeon,14172.0
2000,G.,European Green Woodpecker,1731.0
2000,GA,Gadwall,140.0
2000,GB,Great Black-backed Gull,297.0
2000,GC,Goldcrest,3371.0
2000,GD,Common Merganser,85.0
2000,GF,Golden Pheasant,9.0
2000,GG,Great Crested Grebe,316.0
2000,GH,Common Grasshopper Warbler,107.0
2000,GJ,Greylag Goose,997.0
2000,GL,Grey Wagtail,381.0
2000,GO,European Goldfinch,6330.0
2000,GP,European Golden Plover,938.0
2000,GR,European Greenfinch,14500.0
2000,GS,Great Spotted Woodpecker,1608.0
2000,GT,Great Tit,13081.0
2000,GU,Common Murre,4.0
2000,GV,Grey Plover,89.0
2000,GW,Garden Warbler,876.0
2000,GX,Northern Gannet,7.0
2000,H.,Grey Heron,1223.0
2000,HA,Harris's Hawk,5.0
2000,HB,Carrion x Hooded Crow,3.0
2000,HC,Hooded Crow,690.0
2000,HD,Bar-headed Goose,4.0
2000,HG,European Herring Gull,8331.0
2000,HM,Western House Martin,8133.0
2000,HS,House Sparrow,33137.0
2000,J.,Eurasian Jay,1272.0
2000,JD,Western Jackdaw,23884.0
2000,K.,Common Kestrel,780.0
2000,KF,Common Kingfisher,53.0
2000,KI,Black-legged Kittiwake,26.0
2000,KN,Red Knot,2999.0
2000,L.,Northern Lapwing,5640.0
2000,LB,Lesser Black-backed Gull,5167.0
2000,LG,Little Grebe,163.0
2000,LI,Common Linnet,8577.0
2000,LO,Little Owl,147.0
2000,LR,Lesser Redpoll,946.0
2000,LS,Lesser Spotted Woodpecker,24.0
2000,LT,Long-tailed Tit,3271.0
2000,LW,Lesser Whitethroat,388.0
2000,M.,Mistle Thrush,3282.0
2000,MA,Mallard,9436.0
2000,MG,Eurasian Magpie,13287.0
2000,MH,Common Moorhen,1726.0
2000,MN,Mandarin Duck,49.0
2000,MP,Meadow Pipit,13768.0
2000,MS,Mute Swan,2337.0
2000,MT,Marsh Tit,315.0
2000,MY,Muscovy Duck,3.0
2000,N.,Common Nightingale,79.0
2000,ND,Common Loon,2.0
2000,NH,Eurasian Nuthatch,820.0
2000,NX,Great Skua,235.0
2000,OC,Eurasian Oystercatcher,1883.0
2000,P.,Grey Partridge,586.0
2000,PF,European Pied Flycatcher,109.0
2000,PG,Pink-footed Goose,853.0
2000,PH,Common Pheasant,9753.0
2000,PM,Rock Ptarmigan,5.0
2000,PW,White Wagtail,3170.0
2000,PX,Indian Peafowl,18.0
2000,R.,European Robin,23709.0
2000,RB,Common Reed Bunting,1139.0
2000,RC,European Rock Pipit,54.0
2000,RG,Willow Ptarmigan,656.0
2000,RI,Rose-ringed Parakeet,148.0
2000,RK,Common Redshank,560.0
2000,RL,Red-legged Partridge,1775.0
2000,RM,Red-breasted Merganser,33.0
2000,RN,Northern Raven,573.0
2000,RO,Rook,36105.0
2000,RP,Common Ringed Plover,113.0
2000,RQ,Red-crested Pochard,3.0
2000,RT,Common Redstart,576.0
2000,RW,Common Reed Warbler,573.0
2000,RY,Ruddy Duck,35.0
2000,RZ,Ring Ouzel,39.0
2000,S.,Eurasian Skylark,17708.0
2000,SA,European Shag,347.0
2000,SC,European Stonechat,398.0
2000,SD,Stock Dove,2736.0
2000,SF,Spotted Flycatcher,378.0
2000,SG,Common Starling,59059.0
2000,SH,Eurasian Sparrowhawk,363.0
2000,SI,Common Swift,9017.0
2000,SJ,Snow Goose,4.0
2000,SK,Eurasian Siskin,509.0
2000,SL,Barn Swallow,16517.0
2000,SM,Sand Martin,2076.0
2000,SN,Common Snipe,454.0
2000,SP,Greater Scaup,3.0
2000,SS,Sanderling,79.0
2000,ST,Song Thrush,8666.0
2000,SU,Common Shelduck,1008.0
2000,SW,Sedge Warbler,1568.0
2000,T.,Eurasian Teal,58.0
2000,TC,Eurasian Treecreeper,521.0
2000,TD,European Turtle Dove,465.0
2000,TE,Sandwich Tern,49.0
2000,TH,Short-toed Treecreeper,5.0
2000,TO,Tawny Owl,111.0
2000,TP,Tree Pipit,509.0
2000,TS,Eurasian Tree Sparrow,674.0
2000,TT,Ruddy Turnstone,78.0
2000,TU,Tufted Duck,1308.0
2000,UD,Ruddy Shelduck,1.0
2000,W.,Northern Wheatear,917.0
2000,WA,Water Rail,2.0
2000,WC,Whinchat,240.0
2000,WG,Greater White-fronted Goose,3.0
2000,WH,Common Whitethroat,5503.0
2000,WK,Eurasian Woodcock,8.0
2000,WL,Woodlark,52.0
2000,WO,Wood Warbler,119.0
2000,WP,Common Wood Pigeon,72226.0
2000,WR,Eurasian Wren,34451.0
2000,WT,Willow Tit,95.0
2000,WW,Willow Warbler,10020.0
2000,Y.,Yellowhammer,7272.0
2000,YW,Western Yellow Wagtail,648.0
2000,ZF,Domestic Mallard,39.0
2000,ZL,Domestic Greylag Goose,40.0
2001,AC,Parasitic Jaeger,11.0
2001,AE,Arctic Tern,3.0
2001,AS,Black Swan,2.0
2001,B.,Common Blackbird,12611.0
2001,BA,Bar-tailed Godwit,53.0
2001,BC,Eurasian Blackcap,1477.0
2001,BF,Eurasian Bullfinch,233.0
2001,BH,Black-headed Gull,1718.0
2001,BT,Eurasian Blue Tit,6552.0
2001,BZ,Common Buzzard,159.0
2001,C.,Carrion Crow,7676.0
2001,CA,Great Cormorant,186.0
2001,CB,Corn Bunting,163.0
2001,CC,Common Chiffchaff,1071.0
2001,CD,Eurasian Collared Dove,3576.0
2001,CG,Canada Goose,1175.0
2001,CH,Eurasian Chaffinch,7287.0
2001,CK,Common Cuckoo,256.0
2001,CM,Common Gull,821.0
2001,CN,Common Tern,92.0
2001,CO,Eurasian Coot,637.0
2001,CR,Red Crossbill,11.0
2001,CS,Common Sandpiper,35.0
2001,CT,Coal Tit,593.0
2001,CU,Eurasian Curlew,135.0
2001,D.,Dunnock,2412.0
2001,DI,White-throated Dipper,8.0
2001,DV,Rock Dove,4.0
2001,DW,Dartford Warbler,12.0
2001,EG,Egyptian Goose,5.0
2001,ET,Little Egret,5.0
2001,F.,Northern Fulmar,12.0
2001,FP,Feral Pigeon,8508.0
2001,G.,European Green Woodpecker,454.0
2001,GA,Gadwall,70.0
2001,GB,Great Black-backed Gull,92.0
2001,GC,Goldcrest,587.0
2001,GD,Common Merganser,14.0
2001,GG,Great Crested Grebe,83.0
2001,GH,Common Grasshopper Warbler,9.0
2001,GJ,Greylag Goose,299.0
2001,GL,Grey Wagtail,81.0
2001,GO,European Goldfinch,1449.0
2001,GP,European Golden Plover,61.0
2001,GR,European Greenfinch,3939.0
2001,GS,Great Spotted Woodpecker,458.0
2001,GT,Great Tit,3064.0
2001,GV,Grey Plover,4.0
2001,GW,Garden Warbler,204.0
2001,GX,Northern Gannet,22.0
2001,H.,Grey Heron,331.0
2001,HC,Hooded Crow,60.0
2001,HG,European Herring Gull,3170.0
2001,HM,Western House Martin,1997.0
2001,HS,House Sparrow,11587.0
2001,J.,Eurasian Jay,436.0
2001,JD,Western Jackdaw,4270.0
2001,K.,Common Kestrel,218.0
2001,KF,Common Kingfisher,10.0
2001,KN,Red Knot,583.0
2001,L.,Northern Lapwing,904.0
2001,LB,Lesser Black-backed Gull,1220.0
2001,LG,Little Grebe,69.0
2001,LI,Common Linnet,1803.0
2001,LO,Little Owl,36.0
2001,LR,Lesser Redpoll,81.0
2001,LS,Lesser Spotted Woodpecker,6.0
2001,LT,Long-tailed Tit,673.0
2001,LW,Lesser Whitethroat,79.0
2001,M.,Mistle Thrush,765.0
2001,MA,Mallard,2625.0
2001,MG,Eurasian Magpie,4344.0
2001,MH,Common Moorhen,535.0
2001,MN,Mandarin Duck,15.0
2001,MP,Meadow Pipit,1691.0
2001,MS,Mute Swan,402.0
2001,MT,Marsh Tit,92.0
2001,N.,Common Nightingale,16.0
2001,NH,Eurasian Nuthatch,225.0
2001,NX,Great Skua,2.0
2001,OC,Eurasian Oystercatcher,497.0
2001,P.,Grey Partridge,86.0
2001,PF,European Pied Flycatcher,3.0
2001,PH,Common Pheasant,1789.0
2001,PW,White Wagtail,637.0
2001,PX,Indian Peafowl,7.0
2001,R.,European Robin,5566.0
2001,RB,Common Reed Bunting,260.0
2001,RC,European Rock Pipit,6.0
2001,RG,Willow Ptarmigan,84.0
2001,RI,Rose-ringed Parakeet,166.0
2001,RK,Common Redshank,56.0
2001,RL,Red-legged Partridge,407.0
2001,RM,Red-breasted Merganser,8.0
2001,RN,Northern Raven,26.0
2001,RO,Rook,5161.0
2001,RP,Common Ringed Plover,38.0
2001,RT,Common Redstart,39.0
2001,RW,Common Reed Warbler,227.0
2001,RY,Ruddy Duck,21.0
2001,RZ,Ring Ouzel,10.0
2001,S.,Eurasian Skylark,3380.0
2001,SA,European Shag,41.0
2001,SC,European Stonechat,69.0
2001,SD,Stock Dove,694.0
2001,SF,Spotted Flycatcher,65.0
2001,SG,Common Starling,20466.0
2001,SH,Eurasian Sparrowhawk,99.0
2001,SI,Common Swift,4105.0
2001,SK,Eurasian Siskin,146.0
2001,SL,Barn Swallow,2279.0
2001,SM,Sand Martin,431.0
2001,SN,Common Snipe,46.0
2001,SS,Sanderling,325.0
2001,ST,Song Thrush,1993.0
2001,SU,Common Shelduck,206.0
2001,SW,Sedge Warbler,358.0
2001,T.,Eurasian Teal,8.0
2001,TC,Eurasian Treecreeper,103.0
2001,TD,European Turtle Dove,171.0
2001,TE,Sandwich Tern,26.0
2001,TH,Short-toed Treecreeper,5.0
2001,TO,Tawny Owl,31.0
2001,TP,Tree Pipit,166.0
2001,TS,Eurasian Tree Sparrow,171.0
2001,TU,Tufted Duck,523.0
2001,W.,Northern Wheatear,166.0
2001,WC,Whinchat,55.0
2001,WH,Common Whitethroat,1614.0
2001,WK,Eurasian Woodcock,3.0
2001,WL,Woodlark,28.0
2001,WO,Wood Warbler,27.0
2001,WP,Common Wood Pigeon,21328.0
2001,WR,Eurasian Wren,7489.0
2001,WT,Willow Tit,41.0
2001,WW,Willow Warbler,1725.0
2001,Y.,Yellowhammer,1377.0
2001,YW,Western Yellow Wagtail,156.0
2001,ZF,Domestic Mallard,8.0
2001,ZL,Domestic Greylag Goose,2.0
2002,AC,Parasitic Jaeger,33.0
2002,AE,Arctic Tern,46.0
2002,AS,Black Swan,19.0
2002,B.,Common Blackbird,41747.0
2002,BA,Bar-tailed Godwit,1.0
2002,BC,Eurasian Blackcap,5744.0
2002,BF,Eurasian Bullfinch,967.0
2002,BG,Brant Goose,8.0
2002,BH,Black-headed Gull,5057.0
2002,BT,Eurasian Blue Tit,24324.0
2002,BY,Barnacle Goose,4.0
2002,BZ,Common Buzzard,1661.0
2002,C.,Carrion Crow,31129.0
2002,CA,Great Cormorant,700.0
2002,CB,Corn Bunting,534.0
2002,CC,Common Chiffchaff,5731.0
2002,CD,Eurasian Collared Dove,9043.0
2002,CG,Canada Goose,4198.0
2002,CH,Eurasian Chaffinch,35838.0
2002,CI,Crested Tit,9.0
2002,CK,Common Cuckoo,1056.0
2002,CM,Common Gull,1899.0
2002,CN,Common Tern,276.0
2002,CO,Eurasian Coot,1636.0
2002,CR,Red Crossbill,301.0
2002,CS,Common Sandpiper,124.0
2002,CT,Coal Tit,3109.0
2002,CU,Eurasian Curlew,2690.0
2002,CY,Scottish Crossbill,2.0
2002,D.,Dunnock,9701.0
2002,DC,Wood Duck,1.0
2002,DI,White-throated Dipper,53.0
2002,DV,Rock Dove,191.0
2002,DW,Dartford Warbler,25.0
2002,EG,Egyptian Goose,13.0
2002,ET,Little Egret,45.0
2002,F.,Northern Fulmar,301.0
2002,FP,Feral Pigeon,12834.0
2002,G.,European Green Woodpecker,1513.0
2002,GA,Gadwall,72.0
2002,GB,Great Black-backed Gull,356.0
2002,GC,Goldcrest,2870.0
2002,GD,Common Merganser,69.0
2002,GG,Great Crested Grebe,308.0
2002,GH,Common Grasshopper Warbler,99.0
2002,GJ,Greylag Goose,1086.0
2002,GL,Grey Wagtail,401.0
2002,GO,European Goldfinch,6429.0
2002,GP,European Golden Plover,890.0
2002,GR,European Greenfinch,13844.0
2002,GS,Great Spotted Woodpecker,1796.0
2002,GT,Great Tit,12411.0
2002,GU,Common Murre,7.0
2002,GV,Grey Plover,2.0
2002,GW,Garden Warbler,716.0
2002,GX,Northern Gannet,435.0
2002,H.,Grey Heron,1264.0
2002,HC,Hooded Crow,704.0
2002,HD,Bar-headed Goose,2.0
2002,HG,European Herring Gull,9229.0
2002,HM,Western House Martin,6432.0
2002,HP,Eurasian Hoopoe,1.0
2002,HS,House Sparrow,29677.0
2002,J.,Eurasian Jay,1360.0
2002,JD,Western Jackdaw,22549.0
2002,K.,Common Kestrel,688.0
2002,KF,Common Kingfisher,72.0
2002,KI,Black-legged Kittiwake,6.0
2002,L.,Northern Lapwing,5948.0
2002,LB,Lesser Black-backed Gull,4134.0
2002,LG,Little Grebe,182.0
2002,LI,Common Linnet,8425.0
2002,LM,Lady Amherst's Pheasant,1.0
2002,LO,Little Owl,124.0
2002,LR,Lesser Redpoll,601.0
2002,LS,Lesser Spotted Woodpecker,19.0
2002,LT,Long-tailed Tit,2566.0
2002,LW,Lesser Whitethroat,378.0
2002,M.,Mistle Thrush,3113.0
2002,MA,Mallard,9519.0
2002,MG,Eurasian Magpie,11542.0
2002,MH,Common Moorhen,1718.0
2002,MN,Mandarin Duck,60.0
2002,MP,Meadow Pipit,12465.0
2002,MS,Mute Swan,2200.0
2002,MT,Marsh Tit,305.0
2002,MX,Manx Shearwater,4.0
2002,MY,Muscovy Duck,6.0
2002,N.,Common Nightingale,54.0
2002,ND,Common Loon,2.0
2002,NH,Eurasian Nuthatch,1047.0
2002,NX,Great Skua,132.0
2002,OC,Eurasian Oystercatcher,1558.0
2002,P.,Grey Partridge,545.0
2002,PF,European Pied Flycatcher,127.0
2002,PG,Pink-footed Goose,952.0
2002,PH,Common Pheasant,9563.0
2002,PM,Rock Ptarmigan,16.0
2002,PW,White Wagtail,2893.0
2002,PX,Indian Peafowl,8.0
2002,QL,Cockatiel,1.0
2002,R.,European Robin,22792.0
2002,RB,Common Reed Bunting,1137.0
2002,RC,European Rock Pipit,42.0
2002,RG,Willow Ptarmigan,580.0
2002,RI,Rose-ringed Parakeet,207.0
2002,RK,Common Redshank,434.0
2002,RL,Red-legged Partridge,1709.0
2002,RM,Red-breasted Merganser,35.0
2002,RN,Northern Raven,642.0
2002,RO,Rook,34811.0
2002,RP,Common Ringed Plover,131.0
2002,RQ,Red-crested Pochard,4.0
2002,RT,Common Redstart,533.0
2002,RV,Reeves's Pheasant,2.0
2002,RW,Common Reed Warbler,551.0
2002,RY,Ruddy Duck,29.0
2002,RZ,Ring Ouzel,48.0
2002,S.,Eurasian Skylark,15934.0
2002,SA,European Shag,19.0
2002,SC,European Stonechat,408.0
2002,SD,Stock Dove,2874.0
2002,SF,Spotted Flycatcher,254.0
2002,SG,Common Starling,49921.0
2002,SH,Eurasian Sparrowhawk,343.0
2002,SI,Common Swift,7399.0
2002,SJ,Snow Goose,1.0
2002,SK,Eurasian Siskin,568.0
2002,SL,Barn Swallow,14186.0
2002,SM,Sand Martin,1361.0
2002,SN,Common Snipe,404.0
2002,SS,Sanderling,2.0
2002,ST,Song Thrush,8856.0
2002,SU,Common Shelduck,1039.0
2002,SW,Sedge Warbler,1188.0
2002,T.,Eurasian Teal,80.0
2002,TC,Eurasian Treecreeper,507.0
2002,TD,European Turtle Dove,386.0
2002,TE,Sandwich Tern,60.0
2002,TH,Short-toed Treecreeper,6.0
2002,TO,Tawny Owl,87.0
2002,TP,Tree Pipit,422.0
2002,TS,Eurasian Tree Sparrow,700.0
2002,TT,Ruddy Turnstone,14.0
2002,TU,Tufted Duck,1058.0
2002,W.,Northern Wheatear,919.0
2002,WA,Water Rail,9.0
2002,WC,Whinchat,205.0
2002,WG,Greater White-fronted Goose,11.0
2002,WH,Common Whitethroat,5422.0
2002,WK,Eurasian Woodcock,8.0
2002,WL,Woodlark,35.0
2002,WO,Wood Warbler,90.0
2002,WP,Common Wood Pigeon,69420.0
2002,WR,Eurasian Wren,31965.0
2002,WT,Willow Tit,51.0
2002,WW,Willow Warbler,7273.0
2002,Y.,Yellowhammer,6417.0
2002,YW,Western Yellow Wagtail,523.0
2002,ZF,Domestic Mallard,24.0
2002,ZL,Domestic Greylag Goose,37.0
2003,AC,Parasitic Jaeger,19.0
2003,AE,Arctic Tern,20.0
2003,AS,Black Swan,8.0
2003,B.,Common Blackbird,44115.0
2003,BA,Bar-tailed Godwit,11.0
2003,BC,Eurasian Blackcap,5358.0
2003,BF,Eurasian Bullfinch,1241.0
2003,BG,Brant Goose,22.0
2003,BH,Black-headed Gull,5170.0
2003,BT,Eurasian Blue Tit,26779.0
2003,BY,Barnacle Goose,7.0
2003,BZ,Common Buzzard,1813.0
2003,C.,Carrion Crow,32374.0
2003,CA,Great Cormorant,613.0
2003,CB,Corn Bunting,559.0
2003,CC,Common Chiffchaff,7500.0
2003,CD,Eurasian Collared Dove,9630.0
2003,CG,Canada Goose,4363.0
2003,CH,Eurasian Chaffinch,39321.0
2003,CI,Crested Tit,12.0
2003,CK,Common Cuckoo,1011.0
2003,CM,Common Gull,2464.0
2003,CN,Common Tern,245.0
2003,CO,Eurasian Coot,1892.0
2003,CR,Red Crossbill,823.0
2003,CS,Common Sandpiper,133.0
2003,CT,Coal Tit,3073.0
2003,CU,Eurasian Curlew,2457.0
2003,CY,Scottish Crossbill,6.0
2003,D.,Dunnock,11006.0
2003,DC,Wood Duck,1.0
