year,species_code,English_name,total_obs
2003,DI,White-throated Dipper,81.0
2003,DV,Rock Dove,164.0
2003,DW,Dartford Warbler,27.0
2003,EG,Egyptian Goose,26.0
2003,ET,Little Egret,40.0
2003,F.,Northern Fulmar,348.0
2003,FP,Feral Pigeon,13648.0
2003,FW,Helmeted Guineafowl,9.0
2003,G.,European Green Woodpecker,1652.0
2003,GA,Gadwall,104.0
2003,GB,Great Black-backed Gull,395.0
2003,GC,Goldcrest,3354.0
2003,GD,Common Merganser,125.0
2003,GF,Golden Pheasant,7.0
2003,GG,Great Crested Grebe,251.0
2003,GH,Common Grasshopper Warbler,111.0
2003,GJ,Greylag Goose,1427.0
2003,GL,Grey Wagtail,458.0
2003,GO,European Goldfinch,7190.0
2003,GP,European Golden Plover,1030.0
2003,GR,European Greenfinch,15003.0
2003,GS,Great Spotted Woodpecker,2049.0
2003,GT,Great Tit,13491.0
2003,GU,Common Murre,1.0
2003,GV,Grey Plover,1.0
2003,GW,Garden Warbler,722.0
2003,GX,Northern Gannet,16.0
2003,H.,Grey Heron,1449.0
2003,HB,Carrion x Hooded Crow,11.0
2003,HC,Hooded Crow,931.0
2003,HG,European Herring Gull,8447.0
2003,HM,Western House Martin,7629.0
2003,HS,House Sparrow,32190.0
2003,IG,Iceland Gull,1.0
2003,J.,Eurasian Jay,1406.0
2003,JD,Western Jackdaw,25161.0
2003,K.,Common Kestrel,946.0
2003,KF,Common Kingfisher,81.0
2003,KI,Black-legged Kittiwake,1.0
2003,KN,Red Knot,12.0
2003,L.,Northern Lapwing,6305.0
2003,LB,Lesser Black-backed Gull,5540.0
2003,LG,Little Grebe,188.0
2003,LI,Common Linnet,9122.0
2003,LO,Little Owl,139.0
2003,LR,Lesser Redpoll,572.0
2003,LS,Lesser Spotted Woodpecker,30.0
2003,LT,Long-tailed Tit,2985.0
2003,LW,Lesser Whitethroat,341.0
2003,M.,Mistle Thrush,3164.0
2003,MA,Mallard,9544.0
2003,MG,Eurasian Magpie,11970.0
2003,MH,Common Moorhen,1791.0
2003,MN,Mandarin Duck,71.0
2003,MP,Meadow Pipit,14312.0
2003,MS,Mute Swan,2462.0
2003,MT,Marsh Tit,288.0
2003,MX,Manx Shearwater,1.0
2003,N.,Common Nightingale,33.0
2003,ND,Common Loon,1.0
2003,NH,Eurasian Nuthatch,1087.0
2003,NX,Great Skua,72.0
2003,OC,Eurasian Oystercatcher,1765.0
2003,P.,Grey Partridge,482.0
2003,PF,European Pied Flycatcher,87.0
2003,PG,Pink-footed Goose,272.0
2003,PH,Common Pheasant,11220.0
2003,PM,Rock Ptarmigan,2.0
2003,PW,White Wagtail,3377.0
2003,PX,Indian Peafowl,19.0
2003,R.,European Robin,24168.0
2003,RA,Razorbill,1.0
2003,RB,Common Reed Bunting,1379.0
2003,RC,European Rock Pipit,33.0
2003,RG,Willow Ptarmigan,745.0
2003,RI,Rose-ringed Parakeet,572.0
2003,RK,Common Redshank,299.0
2003,RL,Red-legged Partridge,1814.0
2003,RM,Red-breasted Merganser,41.0
2003,RN,Northern Raven,888.0
2003,RO,Rook,34426.0
2003,RP,Common Ringed Plover,147.0
2003,RQ,Red-crested Pochard,4.0
2003,RT,Common Redstart,398.0
2003,RW,Common Reed Warbler,522.0
2003,RY,Ruddy Duck,46.0
2003,RZ,Ring Ouzel,44.0
2003,S.,Eurasian Skylark,16709.0
2003,SA,European Shag,35.0
2003,SC,European Stonechat,475.0
2003,SD,Stock Dove,2938.0
2003,SF,Spotted Flycatcher,283.0
2003,SG,Common Starling,45887.0
2003,SH,Eurasian Sparrowhawk,403.0
2003,SI,Common Swift,8309.0
2003,SK,Eurasian Siskin,442.0
2003,SL,Barn Swallow,14873.0
2003,SM,Sand Martin,693.0
2003,SN,Common Snipe,479.0
2003,SP,Greater Scaup,5.0
2003,ST,Song Thrush,9541.0
2003,SU,Common Shelduck,914.0
2003,SW,Sedge Warbler,960.0
2003,T.,Eurasian Teal,150.0
2003,TC,Eurasian Treecreeper,537.0
2003,TD,European Turtle Dove,343.0
2003,TE,Sandwich Tern,28.0
2003,TH,Short-toed Treecreeper,2.0
2003,TO,Tawny Owl,85.0
2003,TP,Tree Pipit,367.0
2003,TS,Eurasian Tree Sparrow,837.0
2003,TU,Tufted Duck,1126.0
2003,UD,Ruddy Shelduck,2.0
2003,W.,Northern Wheatear,840.0
2003,WA,Water Rail,10.0
2003,WC,Whinchat,233.0
2003,WH,Common Whitethroat,4739.0
2003,WK,Eurasian Woodcock,19.0
2003,WL,Woodlark,41.0
2003,WO,Wood Warbler,75.0
2003,WP,Common Wood Pigeon,76286.0
2003,WR,Eurasian Wren,33380.0
2003,WT,Willow Tit,79.0
2003,WW,Willow Warbler,7354.0
2003,Y.,Yellowhammer,6599.0
2003,YW,Western Yellow Wagtail,466.0
2003,ZF,Domestic Mallard,43.0
2003,ZL,Domestic Greylag Goose,1.0
2004,AC,Parasitic Jaeger,40.0
2004,AE,Arctic Tern,108.0
2004,AS,Black Swan,17.0
2004,B.,Common Blackbird,47386.0
2004,BA,Bar-tailed Godwit,17.0
2004,BC,Eurasian Blackcap,6886.0
2004,BF,Eurasian Bullfinch,1363.0
2004,BG,Brant Goose,106.0
2004,BH,Black-headed Gull,4543.0
2004,BT,Eurasian Blue Tit,29311.0
2004,BY,Barnacle Goose,951.0
2004,BZ,Common Buzzard,1988.0
2004,C.,Carrion Crow,36517.0
2004,CA,Great Cormorant,726.0
2004,CB,Corn Bunting,599.0
2004,CC,Common Chiffchaff,9435.0
2004,CD,Eurasian Collared Dove,11413.0
2004,CG,Canada Goose,4734.0
2004,CH,Eurasian Chaffinch,43225.0
2004,CI,Crested Tit,7.0
2004,CK,Common Cuckoo,1347.0
2004,CM,Common Gull,2093.0
2004,CN,Common Tern,303.0
2004,CO,Eurasian Coot,2114.0
2004,CR,Red Crossbill,147.0
2004,CS,Common Sandpiper,153.0
2004,CT,Coal Tit,3175.0
2004,CU,Eurasian Curlew,2694.0
2004,D.,Dunnock,11249.0
2004,DC,Wood Duck,3.0
2004,DI,White-throated Dipper,83.0
2004,DR,Spotted Redshank,1.0
2004,DV,Rock Dove,116.0
2004,DW,Dartford Warbler,33.0
2004,EB,Red-breasted Goose,1.0
2004,EG,Egyptian Goose,46.0
2004,ET,Little Egret,107.0
2004,F.,Northern Fulmar,362.0
2004,FP,Feral Pigeon,16298.0
2004,FW,Helmeted Guineafowl,36.0
2004,G.,European Green Woodpecker,1880.0
2004,GA,Gadwall,138.0
2004,GB,Great Black-backed Gull,434.0
2004,GC,Goldcrest,3372.0
2004,GD,Common Merganser,73.0
2004,GF,Golden Pheasant,6.0
2004,GG,Great Crested Grebe,348.0
2004,GH,Common Grasshopper Warbler,138.0
2004,GJ,Greylag Goose,1289.0
2004,GL,Grey Wagtail,376.0
2004,GO,European Goldfinch,8143.0
2004,GP,European Golden Plover,938.0
2004,GR,European Greenfinch,17253.0
2004,GS,Great Spotted Woodpecker,2394.0
2004,GT,Great Tit,15826.0
2004,GU,Common Murre,4.0
2004,GV,Grey Plover,12.0
2004,GW,Garden Warbler,835.0
2004,GX,Northern Gannet,91.0
2004,H.,Grey Heron,1338.0
2004,HC,Hooded Crow,828.0
2004,HD,Bar-headed Goose,4.0
2004,HG,European Herring Gull,11926.0
2004,HM,Western House Martin,8803.0
2004,HP,Eurasian Hoopoe,1.0
2004,HS,House Sparrow,38065.0
2004,J.,Eurasian Jay,1603.0
2004,JD,Western Jackdaw,26770.0
2004,JS,Jack Snipe,1.0
2004,K.,Common Kestrel,809.0
2004,KF,Common Kingfisher,67.0
2004,KI,Black-legged Kittiwake,13.0
2004,L.,Northern Lapwing,6498.0
2004,LB,Lesser Black-backed Gull,6238.0
2004,LG,Little Grebe,155.0
2004,LI,Common Linnet,9205.0
2004,LO,Little Owl,122.0
2004,LR,Lesser Redpoll,546.0
2004,LS,Lesser Spotted Woodpecker,21.0
2004,LT,Long-tailed Tit,3107.0
2004,LW,Lesser Whitethroat,401.0
2004,M.,Mistle Thrush,3280.0
2004,MA,Mallard,10783.0
2004,MG,Eurasian Magpie,12721.0
2004,MH,Common Moorhen,1931.0
2004,MN,Mandarin Duck,74.0
2004,MP,Meadow Pipit,13772.0
2004,MS,Mute Swan,2201.0
2004,MT,Marsh Tit,288.0
2004,MY,Muscovy Duck,7.0
2004,N.,Common Nightingale,35.0
2004,ND,Common Loon,1.0
2004,NH,Eurasian Nuthatch,1237.0
2004,NX,Great Skua,108.0
2004,OC,Eurasian Oystercatcher,1848.0
2004,P.,Grey Partridge,632.0
2004,PF,European Pied Flycatcher,107.0
2004,PG,Pink-footed Goose,643.0
2004,PH,Common Pheasant,12608.0
2004,PW,White Wagtail,3336.0
2004,PX,Indian Peafowl,31.0
2004,R.,European Robin,24976.0
2004,RA,Razorbill,7.0
2004,RB,Common Reed Bunting,1564.0
2004,RC,European Rock Pipit,47.0
2004,RG,Willow Ptarmigan,638.0
2004,RI,Rose-ringed Parakeet,565.0
2004,RK,Common Redshank,473.0
2004,RL,Red-legged Partridge,2405.0
2004,RM,Red-breasted Merganser,66.0
2004,RN,Northern Raven,898.0
2004,RO,Rook,36693.0
2004,RP,Common Ringed Plover,145.0
2004,RQ,Red-crested Pochard,1.0
2004,RT,Common Redstart,528.0
2004,RV,Reeves's Pheasant,1.0
2004,RW,Common Reed Warbler,782.0
2004,RY,Ruddy Duck,43.0
2004,RZ,Ring Ouzel,58.0
2004,S.,Eurasian Skylark,18625.0
2004,SA,European Shag,60.0
2004,SC,European Stonechat,564.0
2004,SD,Stock Dove,3363.0
2004,SF,Spotted Flycatcher,318.0
2004,SG,Common Starling,46659.0
2004,SH,Eurasian Sparrowhawk,379.0
2004,SI,Common Swift,9913.0
2004,SK,Eurasian Siskin,445.0
2004,SL,Barn Swallow,18714.0
2004,SM,Sand Martin,1665.0
2004,SN,Common Snipe,544.0
2004,SS,Sanderling,17.0
2004,ST,Song Thrush,10101.0
2004,SU,Common Shelduck,915.0
2004,SW,Sedge Warbler,1409.0
2004,T.,Eurasian Teal,93.0
2004,TC,Eurasian Treecreeper,524.0
2004,TD,European Turtle Dove,351.0
2004,TE,Sandwich Tern,76.0
2004,TH,Short-toed Treecreeper,6.0
2004,TO,Tawny Owl,84.0
2004,TP,Tree Pipit,516.0
2004,TS,Eurasian Tree Sparrow,895.0
2004,TT,Ruddy Turnstone,19.0
2004,TU,Tufted Duck,1196.0
2004,UD,Ruddy Shelduck,2.0
2004,W.,Northern Wheatear,980.0
2004,WA,Water Rail,12.0
2004,WC,Whinchat,242.0
2004,WG,Greater White-fronted Goose,92.0
2004,WH,Common Whitethroat,6652.0
2004,WK,Eurasian Woodcock,19.0
2004,WL,Woodlark,30.0
2004,WO,Wood Warbler,103.0
2004,WP,Common Wood Pigeon,83409.0
2004,WR,Eurasian Wren,34268.0
2004,WT,Willow Tit,88.0
2004,WW,Willow Warbler,8688.0
2004,WY,Eurasian Wryneck,1.0
2004,Y.,Yellowhammer,6811.0
2004,YW,Western Yellow Wagtail,638.0
2004,ZF,Domestic Mallard,91.0
2004,ZL,Domestic Greylag Goose,69.0
2005,AC,Parasitic Jaeger,34.0
2005,AE,Arctic Tern,70.0
2005,AS,Black Swan,11.0
2005,B.,Common Blackbird,55387.0
2005,BA,Bar-tailed Godwit,36.0
2005,BC,Eurasian Blackcap,7925.0
2005,BF,Eurasian Bullfinch,1672.0
2005,BG,Brant Goose,69.0
2005,BH,Black-headed Gull,7697.0
2005,BT,Eurasian Blue Tit,35481.0
2005,BY,Barnacle Goose,7.0
2005,BZ,Common Buzzard,2460.0
2005,C.,Carrion Crow,41540.0
2005,CA,Great Cormorant,921.0
2005,CB,Corn Bunting,686.0
2005,CC,Common Chiffchaff,7405.0
2005,CD,Eurasian Collared Dove,12498.0
2005,CG,Canada Goose,5801.0
2005,CH,Eurasian Chaffinch,50161.0
2005,CI,Crested Tit,10.0
2005,CK,Common Cuckoo,1305.0
2005,CM,Common Gull,2509.0
2005,CN,Common Tern,258.0
2005,CO,Eurasian Coot,2576.0
2005,CR,Red Crossbill,221.0
2005,CS,Common Sandpiper,160.0
2005,CT,Coal Tit,3713.0
2005,CU,Eurasian Curlew,3060.0
2005,CY,Scottish Crossbill,7.0
2005,D.,Dunnock,13892.0
2005,DI,White-throated Dipper,93.0
2005,DR,Spotted Redshank,1.0
2005,DV,Rock Dove,86.0
2005,DW,Dartford Warbler,34.0
2005,EG,Egyptian Goose,67.0
2005,ET,Little Egret,153.0
2005,F.,Northern Fulmar,383.0
2005,FP,Feral Pigeon,18248.0
2005,FW,Helmeted Guineafowl,58.0
2005,G.,European Green Woodpecker,2137.0
2005,GA,Gadwall,138.0
2005,GB,Great Black-backed Gull,486.0
2005,GC,Goldcrest,3963.0
2005,GD,Common Merganser,80.0
2005,GF,Golden Pheasant,9.0
2005,GG,Great Crested Grebe,369.0
2005,GH,Common Grasshopper Warbler,151.0
2005,GJ,Greylag Goose,1561.0
2005,GL,Grey Wagtail,554.0
2005,GO,European Goldfinch,10192.0
2005,GP,European Golden Plover,708.0
2005,GR,European Greenfinch,20827.0
2005,GS,Great Spotted Woodpecker,2978.0
2005,GT,Great Tit,19512.0
2005,GU,Common Murre,5.0
2005,GV,Grey Plover,3.0
2005,GW,Garden Warbler,928.0
2005,GX,Northern Gannet,97.0
2005,H.,Grey Heron,1685.0
2005,HB,Carrion x Hooded Crow,1.0
2005,HC,Hooded Crow,834.0
2005,HG,European Herring Gull,14109.0
2005,HM,Western House Martin,9324.0
2005,HS,House Sparrow,43759.0
2005,J.,Eurasian Jay,1853.0
2005,JD,Western Jackdaw,32837.0
2005,K.,Common Kestrel,1172.0
2005,KF,Common Kingfisher,83.0
2005,KI,Black-legged Kittiwake,3.0
2005,L.,Northern Lapwing,7264.0
2005,LA,Lapland Longspur,1.0
2005,LB,Lesser Black-backed Gull,6527.0
2005,LG,Little Grebe,224.0
2005,LI,Common Linnet,9811.0
2005,LO,Little Owl,125.0
2005,LR,Lesser Redpoll,948.0
2005,LS,Lesser Spotted Woodpecker,29.0
2005,LT,Long-tailed Tit,3564.0
2005,LU,Little Gull,2.0
2005,LW,Lesser Whitethroat,436.0
2005,LX,Little Stint,3.0
2005,M.,Mistle Thrush,3662.0
2005,MA,Mallard,11972.0
2005,MG,Eurasian Magpie,15008.0
2005,MH,Common Moorhen,2156.0
2005,MN,Mandarin Duck,47.0
2005,MP,Meadow Pipit,15500.0
2005,MS,Mute Swan,2729.0
2005,MT,Marsh Tit,337.0
2005,N.,Common Nightingale,67.0
2005,ND,Common Loon,4.0
2005,NH,Eurasian Nuthatch,1492.0
2005,NX,Great Skua,38.0
2005,OC,Eurasian Oystercatcher,2528.0
2005,P.,Grey Partridge,708.0
2005,PF,European Pied Flycatcher,92.0
2005,PG,Pink-footed Goose,22.0
2005,PH,Common Pheasant,14468.0
2005,PW,White Wagtail,3934.0
2005,PX,Indian Peafowl,62.0
2005,QL,Cockatiel,1.0
2005,R.,European Robin,28401.0
2005,RA,Razorbill,68.0
2005,RB,Common Reed Bunting,1937.0
2005,RC,European Rock Pipit,60.0
2005,RG,Willow Ptarmigan,627.0
2005,RI,Rose-ringed Parakeet,553.0
2005,RK,Common Redshank,518.0
2005,RL,Red-legged Partridge,2825.0
2005,RM,Red-breasted Merganser,36.0
2005,RN,Northern Raven,1201.0
2005,RO,Rook,43037.0
2005,RP,Common Ringed Plover,156.0
2005,RT,Common Redstart,513.0
2005,RW,Common Reed Warbler,869.0
2005,RY,Ruddy Duck,83.0
2005,RZ,Ring Ouzel,61.0
2005,S.,Eurasian Skylark,21505.0
2005,SA,European Shag,65.0
2005,SC,European Stonechat,748.0
2005,SD,Stock Dove,3225.0
2005,SF,Spotted Flycatcher,310.0
2005,SG,Common Starling,57747.0
2005,SH,Eurasian Sparrowhawk,517.0
2005,SI,Common Swift,11814.0
2005,SK,Eurasian Siskin,740.0
2005,SL,Barn Swallow,23265.0
2005,SM,Sand Martin,1526.0
2005,SN,Common Snipe,494.0
2005,SS,Sanderling,38.0
2005,ST,Song Thrush,11521.0
2005,SU,Common Shelduck,2651.0
2005,SW,Sedge Warbler,1331.0
2005,T.,Eurasian Teal,121.0
2005,TC,Eurasian Treecreeper,687.0
2005,TD,European Turtle Dove,363.0
2005,TE,Sandwich Tern,92.0
2005,TH,Short-toed Treecreeper,5.0
2005,TO,Tawny Owl,139.0
2005,TP,Tree Pipit,410.0
2005,TS,Eurasian Tree Sparrow,995.0
2005,TT,Ruddy Turnstone,24.0
2005,TU,Tufted Duck,1332.0
2005,W.,Northern Wheatear,1175.0
2005,WA,Water Rail,21.0
2005,WC,Whinchat,214.0
2005,WG,Greater White-fronted Goose,87.0
2005,WH,Common Whitethroat,6576.0
2005,WK,Eurasian Woodcock,11.0
2005,WL,Woodlark,47.0
2005,WO,Wood Warbler,91.0
2005,WP,Common Wood Pigeon,100464.0
2005,WR,Eurasian Wren,41920.0
2005,WT,Willow Tit,74.0
2005,WW,Willow Warbler,9617.0
2005,WX,Bohemian Waxwing,1.0
2005,Y.,Yellowhammer,8291.0
2005,YW,Western Yellow Wagtail,517.0
2005,ZF,Domestic Mallard,98.0
2005,ZL,Domestic Greylag Goose,46.0
2006,AC,Parasitic Jaeger,27.0
2006,AE,Arctic Tern,667.0
2006,AS,Black Swan,12.0
2006,B.,Common Blackbird,61804.0
2006,BA,Bar-tailed Godwit,9.0
2006,BC,Eurasian Blackcap,9014.0
2006,BF,Eurasian Bullfinch,1383.0
2006,BG,Brant Goose,62.0
2006,BH,Black-headed Gull,9770.0
2006,BT,Eurasian Blue Tit,41081.0
2006,BY,Barnacle Goose,923.0
2006,BZ,Common Buzzard,2738.0
2006,C.,Carrion Crow,51254.0
2006,CA,Great Cormorant,1016.0
2006,CB,Corn Bunting,732.0
2006,CC,Common Chiffchaff,7192.0
2006,CD,Eurasian Collared Dove,14309.0
2006,CG,Canada Goose,6230.0
2006,CH,Eurasian Chaffinch,58465.0
2006,CI,Crested Tit,7.0
2006,CK,Common Cuckoo,1455.0
2006,CM,Common Gull,2765.0
2006,CN,Common Tern,447.0
2006,CO,Eurasian Coot,2755.0
2006,CR,Red Crossbill,350.0
2006,CS,Common Sandpiper,191.0
2006,CT,Coal Tit,3854.0
2006,CU,Eurasian Curlew,4812.0
2006,CY,Scottish Crossbill,23.0
2006,D.,Dunnock,15921.0
2006,DI,White-throated Dipper,109.0
2006,DV,Rock Dove,211.0
2006,DW,Dartford Warbler,64.0
2006,EG,Egyptian Goose,88.0
2006,ET,Little Egret,179.0
2006,F.,Northern Fulmar,493.0
2006,FP,Feral Pigeon,18223.0
2006,FW,Helmeted Guineafowl,84.0
2006,FZ,Zitting Cisticola,5.0
2006,G.,European Green Woodpecker,2627.0
2006,GA,Gadwall,143.0
2006,GB,Great Black-backed Gull,561.0
2006,GC,Goldcrest,3661.0
2006,GD,Common Merganser,157.0
2006,GF,Golden Pheasant,6.0
2006,GG,Great Crested Grebe,456.0
2006,GH,Common Grasshopper Warbler,154.0
2006,GJ,Greylag Goose,2896.0
2006,GL,Grey Wagtail,487.0
2006,GO,European Goldfinch,10724.0
2006,GP,European Golden Plover,1923.0
2006,GR,European Greenfinch,24161.0
2006,GS,Great Spotted Woodpecker,3779.0
2006,GT,Great Tit,24614.0
2006,GU,Common Murre,25.0
2006,GV,Grey Plover,11.0
2006,GW,Garden Warbler,985.0
2006,GX,Northern Gannet,87.0
2006,H.,Grey Heron,1781.0
2006,HC,Hooded Crow,673.0
2006,HD,Bar-headed Goose,2.0
2006,HG,European Herring Gull,16052.0
2006,HM,Western House Martin,9751.0
2006,HS,House Sparrow,45556.0
2006,J.,Eurasian Jay,2157.0
2006,JD,Western Jackdaw,37155.0
2006,JS,Jack Snipe,1.0
2006,K.,Common Kestrel,1282.0
2006,KF,Common Kingfisher,122.0
2006,KI,Black-legged Kittiwake,390.0
2006,KN,Red Knot,18.0
2006,L.,Northern Lapwing,8354.0
2006,LB,Lesser Black-backed Gull,6758.0
2006,LG,Little Grebe,236.0
2006,LI,Common Linnet,9263.0
2006,LO,Little Owl,159.0
2006,LR,Lesser Redpoll,771.0
2006,LS,Lesser Spotted Woodpecker,34.0
2006,LT,Long-tailed Tit,4124.0
2006,LW,Lesser Whitethroat,619.0
2006,M.,Mistle Thrush,3683.0
2006,MA,Mallard,14284.0
2006,MG,Eurasian Magpie,16655.0
2006,MH,Common Moorhen,2525.0
2006,MN,Mandarin Duck,121.0
2006,MP,Meadow Pipit,18643.0
2006,MS,Mute Swan,2629.0
2006,MT,Marsh Tit,317.0
2006,N.,Common Nightingale,78.0
2006,ND,Common Loon,17.0
2006,NH,Eurasian Nuthatch,1617.0
2006,NX,Great Skua,103.0
2006,OC,Eurasian Oystercatcher,2884.0
2006,P.,Grey Partridge,838.0
2006,PF,European Pied Flycatcher,106.0
2006,PG,Pink-footed Goose,315.0
2006,PH,Common Pheasant,17250.0
2006,PM,Rock Ptarmigan,5.0
2006,PU,Atlantic Puffin,7.0
2006,PW,White Wagtail,4109.0
2006,PX,Indian Peafowl,138.0
2006,R.,European Robin,34066.0
2006,RA,Razorbill,62.0
2006,RB,Common Reed Bunting,2274.0
2006,RC,European Rock Pipit,88.0
2006,RG,Willow Ptarmigan,1024.0
2006,RI,Rose-ringed Parakeet,849.0
2006,RK,Common Redshank,676.0
2006,RL,Red-legged Partridge,2999.0
2006,RM,Red-breasted Merganser,39.0
2006,RN,Northern Raven,1057.0
2006,RO,Rook,53654.0
2006,RP,Common Ringed Plover,192.0
2006,RQ,Red-crested Pochard,2.0
2006,RT,Common Redstart,719.0
2006,RW,Common Reed Warbler,987.0
2006,RY,Ruddy Duck,45.0
2006,RZ,Ring Ouzel,111.0
2006,S.,Eurasian Skylark,25508.0
2006,SA,European Shag,74.0
2006,SC,European Stonechat,714.0
2006,SD,Stock Dove,3667.0
2006,SF,Spotted Flycatcher,385.0
2006,SG,Common Starling,61419.0
2006,SH,Eurasian Sparrowhawk,570.0
2006,SI,Common Swift,11635.0
2006,SK,Eurasian Siskin,769.0
2006,SL,Barn Swallow,28088.0
2006,SM,Sand Martin,3033.0
2006,SN,Common Snipe,581.0
2006,SP,Greater Scaup,187.0
2006,SS,Sanderling,41.0
2006,ST,Song Thrush,13091.0
2006,SU,Common Shelduck,2187.0
2006,SW,Sedge Warbler,1451.0
2006,T.,Eurasian Teal,139.0
2006,TC,Eurasian Treecreeper,803.0
2006,TD,European Turtle Dove,288.0
2006,TE,Sandwich Tern,79.0
2006,TH,Short-toed Treecreeper,8.0
2006,TO,Tawny Owl,97.0
2006,TP,Tree Pipit,563.0
2006,TS,Eurasian Tree Sparrow,1449.0
2006,TT,Ruddy Turnstone,202.0
2006,TU,Tufted Duck,1667.0
2006,UD,Ruddy Shelduck,3.0
2006,W.,Northern Wheatear,1351.0
2006,WA,Water Rail,9.0
2006,WC,Whinchat,282.0
2006,WG,Greater White-fronted Goose,133.0
2006,WH,Common Whitethroat,8763.0
2006,WK,Eurasian Woodcock,26.0
2006,WL,Woodlark,70.0
2006,WO,Wood Warbler,116.0
2006,WP,Common Wood Pigeon,120425.0
2006,WR,Eurasian Wren,42105.0
2006,WT,Willow Tit,100.0
2006,WW,Willow Warbler,10634.0
2006,WX,Bohemian Waxwing,40.0
2006,Y.,Yellowhammer,9664.0
2006,YW,Western Yellow Wagtail,633.0
2006,ZF,Domestic Mallard,170.0
2006,ZL,Domestic Greylag Goose,78.0
2007,AC,Parasitic Jaeger,13.0
2007,AE,Arctic Tern,187.0
2007,AS,Black Swan,12.0
2007,B.,Common Blackbird,70508.0
2007,BA,Bar-tailed Godwit,63.0
2007,BC,Eurasian Blackcap,9416.0
2007,BF,Eurasian Bullfinch,1749.0
2007,BG,Brant Goose,104.0
2007,BH,Black-headed Gull,10477.0
2007,BJ,Black Tern,2.0
2007,BT,Eurasian Blue Tit,41589.0
2007,BY,Barnacle Goose,105.0
2007,BZ,Common Buzzard,3284.0
2007,C.,Carrion Crow,56109.0
2007,CA,Great Cormorant,1069.0
2007,CB,Corn Bunting,824.0
2007,CC,Common Chiffchaff,10912.0
2007,CD,Eurasian Collared Dove,14085.0
2007,CG,Canada Goose,7747.0
2007,CH,Eurasian Chaffinch,66242.0
2007,CI,Crested Tit,26.0
2007,CK,Common Cuckoo,1500.0
2007,CM,Common Gull,2955.0
2007,CN,Common Tern,348.0
2007,CO,Eurasian Coot,2687.0
2007,CR,Red Crossbill,559.0
2007,CS,Common Sandpiper,253.0
2007,CT,Coal Tit,5759.0
2007,CU,Eurasian Curlew,5859.0
2007,CY,Scottish Crossbill,15.0
2007,D.,Dunnock,17580.0
2007,DC,Wood Duck,1.0
2007,DI,White-throated Dipper,151.0
2007,DR,Spotted Redshank,3.0
2007,DV,Rock Dove,233.0
2007,DW,Dartford Warbler,82.0
2007,EG,Egyptian Goose,116.0
2007,EO,Eurasian Eagle-Owl,1.0
2007,ET,Little Egret,189.0
2007,F.,Northern Fulmar,248.0
2007,FP,Feral Pigeon,20227.0
2007,FW,Helmeted Guineafowl,57.0
2007,G.,European Green Woodpecker,2671.0
2007,GA,Gadwall,211.0
2007,GB,Great Black-backed Gull,639.0
2007,GC,Goldcrest,5663.0
2007,GD,Common Merganser,127.0
2007,GG,Great Crested Grebe,443.0
2007,GH,Common Grasshopper Warbler,304.0
2007,GJ,Greylag Goose,2854.0
2007,GL,Grey Wagtail,716.0
2007,GO,European Goldfinch,13151.0
2007,GP,European Golden Plover,3130.0
2007,GR,European Greenfinch,22378.0
2007,GS,Great Spotted Woodpecker,4304.0
2007,GT,Great Tit,25577.0
2007,GU,Common Murre,20.0
2007,GV,Grey Plover,3.0
2007,GW,Garden Warbler,1159.0
2007,GX,Northern Gannet,175.0
2007,H.,Grey Heron,2094.0
2007,HC,Hooded Crow,1086.0
2007,HD,Bar-headed Goose,3.0
2007,HG,European Herring Gull,17464.0
2007,HM,Western House Martin,10149.0
2007,HS,House Sparrow,45912.0
2007,IG,Iceland Gull,1.0
2007,J.,Eurasian Jay,2320.0
2007,JD,Western Jackdaw,44917.0
2007,K.,Common Kestrel,1361.0
2007,KF,Common Kingfisher,121.0
2007,KI,Black-legged Kittiwake,214.0
2007,KN,Red Knot,70.0
2007,L.,Northern Lapwing,9419.0
2007,LB,Lesser Black-backed Gull,10135.0
2007,LG,Little Grebe,215.0
2007,LI,Common Linnet,9279.0
2007,LO,Little Owl,165.0
2007,LR,Lesser Redpoll,926.0
2007,LS,Lesser Spotted Woodpecker,40.0
2007,LT,Long-tailed Tit,4822.0
2007,LU,Little Gull,1.0
2007,LW,Lesser Whitethroat,758.0
2007,LX,Little Stint,3.0
2007,M.,Mistle Thrush,4418.0
2007,MA,Mallard,15955.0
2007,MG,Eurasian Magpie,18925.0
2007,MH,Common Moorhen,2837.0
2007,MN,Mandarin Duck,101.0
2007,MP,Meadow Pipit,24972.0
2007,MS,Mute Swan,2807.0
2007,MT,Marsh Tit,411.0
2007,N.,Common Nightingale,64.0
2007,ND,Common Loon,14.0
2007,NH,Eurasian Nuthatch,1830.0
2007,NS,European Serin,1.0
2007,NX,Great Skua,88.0
2007,OC,Eurasian Oystercatcher,3444.0
2007,P.,Grey Partridge,886.0
2007,PF,European Pied Flycatcher,82.0
2007,PG,Pink-footed Goose,821.0
2007,PH,Common Pheasant,20184.0
2007,PM,Rock Ptarmigan,13.0
2007,PW,White Wagtail,4912.0
2007,PX,Indian Peafowl,145.0
2007,R.,European Robin,39852.0
2007,RA,Razorbill,8.0
2007,RB,Common Reed Bunting,2607.0
2007,RC,European Rock Pipit,102.0
2007,RG,Willow Ptarmigan,1803.0
2007,RI,Rose-ringed Parakeet,1213.0
2007,RK,Common Redshank,740.0
2007,RL,Red-legged Partridge,3399.0
